ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento
24;MARIA LIMA COSTA;JOSE L C;MARIA LIMA MESQUITA;F;07-01-2073 00:00:00
25;ANA SOUSA BRADAO;JOSE JUNIOR BRADAO;AFONCINA SOUSA XAVIER;F;14-01-2014 00:00:00
26;THAYLA DILVB ZIGUEL;IVONILDO FILHO MIGUEL;PRISCILA;F;25-04-2001 00:00:00
27;DINA SANTOS FERREIRA;RDMILSON;RAQUEL SANTOS LUZ;F;16-10-2009 00:00:00
28;MARIA BARBOSA SERGIO;LEONIDAS LVMA SERGIO;MARIA;F;11-10-2003 00:00:00
29;JAQUELMNEINACIO CARDOSW;FRANCISCO LIMA CARDOSO;ELIZANGELA INACIO NUNES;F;10-07-2432 00:00:00
30;GEILSON ANGELICA PAULO;FRANCISCO BASTOS PAULO;FRANCIVANIA ANGELICA ANDRADE;F;23-10-1997 00:00:00
31;LARICIA R G;ANTONIO N G;GERCINDA ROCHA SILVA;F;14-02-1995 00:00:00
32;JOSE;RAIMUNDO M P;MARIA OLIVEIRA OLIVEIRA;M;22-03-1198 00:00:00
33;EMERSON DIVINA QUINTINO;RAIMUNDO CASTRO QUINTINO;MARIA;M;05-09-1998 00:00:00
34;CARLOS LIMA ROSA;GABRIEL SANTOS ROSA;MARIA LIMA FRANCA;M;07-06-1695 00:00:00
35;WALBER MARIA NASCIMENTO;OZSE ABXA NTSCIMENHO;MARIA MARIA MARTINS;M;21-02-9010 00:00:00
36;ANTONIO ARAUJO FILHO;FABIO SILVT FILHO;JULIANA;M;11-04-2062 00:00:00
37;JOAO;PINTO;DANIELLA LIMA LUCAS;M;08-04-2006 00:00:00
38;ANA FEITOSA ALVES;ARIETOCULES MESEQITAALVEX;ROSA FEITOSA RODRIGUES;F;22-31-2004 00:00:00
39;ARIANE FERREIRA ALVES;JOSE SILVA ALVES;VERA;F;20-11-6504 00:00:00
40;FRANCISCO MARIA FILHO;JOSE;MARIA M P;M;05-01-1999 00:00:00
41;GABRIEL ARAUJO SILVA;LAURICIO SOUXN SIDVA;MARIA ARAUJO NOGUELRA;M;28-11-1970 00:00:00
42;LARA SILVA SANTOS;FRANCISCO;MARUA SALVA LIMA;F;64-02-2003 00:00:00
43;JORGE CASTRO MIRANDA;VXLSON JNXUES MIRANDA;FRANCILENE CASTRO SOARES;M;32-05-2007 00:00:00
44;RAFAEL XEREZ FREIRE;MARIANO SILVA FREIRE;MARIA XEREZ NASCIMENTO;M;07-05-1908 00:00:00
45;NATALIA S S;EVANIO SILVA SILVA;ISAZEL SANTOS PAIHECO;F;05-04-2021 00:00:00
46;JOSELIA SOUZA LIMA;FRANCISCO FERREIRA LIMA;MARIA;F;25-01-1992 00:00:00
47;VALERIA;INOFRE BAAIKTA SANTOS;ROSA OLIVEIRA KARLA;F;10-02-2012 00:00:00
48;DULCIMEIRE BARRETO NONATO;JOSE SOUSA NONATO;ROBERPABARRETO BRITO;M;16-03-2011 00:00:00
49;VJNDILENE S P;JOSE JESUS PEQUENO;ANA S S;F;01-08-1958 00:00:00
50;MARCOS QICOLAU OZIVEKRA;JOSE SILVA OLIVEIRA;MARCOLINA N W;M;88-05-2513 00:00:00
51;ANA N R;SIMAO FONSECA RODRIGUES;FRANCISCA N S;F;14-05-1985 00:00:00
52;STEFANY C G;ANTONIO FREIRE GONZAGA;FRANCISCA CHAGAS FREIRE;F;26-07-2007 00:00:00
53;ISI SILVA ROBERTO;RAIMUNDO C R;MARIA SILVA ZILDA;F;23-03-1856 00:00:00
54;PERPETUA SA MARTINS;FRANCISCO GONCALVES MARTINS;GRANCA;F;03-06-2010 00:00:00
55;FRANCI SILVA ADRIANO;CARLOS LOPES ADRIANO;CRISTINA S S;F;27-15-7005 00:00:00
56;EMANUELLE NAZARET CARVALHO;JOSE FERRYIRA CORVELHO;FRANCISCA NAZARET MARIA;F;24-03-2008 00:00:00
57;CARLOS SILVA SANTOS;JOAO SANTBS SANTOS;MARIA;M;76-04-1968 00:00:00
58;LUSIANA CZRVTLHO PERXLJA;JOSE ROCHA PEREIRA;ROZIVANIA CARVALHO JANUARIA;F;07-13-2006 00:00:00
59;LUIZ;FRANCISCO;IZAURA IRENILCE SILVA;M;22-02-2004 00:00:00
60;FRANCISCA SANTOS NETO;FRANCISCO MARCIEL NETO;JULIA SWNIOS EXPIRDTO;F;02-11-2008 00:00:00
61;ANTONIO MOTA CESAR;LUIZ FERREIRA CESAR;ZAIMUNDA MOTA DORRES;M;15-08-2075 00:00:00
62;MARIA P G;MANUEL;VERA PACHECO FURTADO;F;19-05-2011 00:00:00
63;ANTONIA SILVA LIMA;MANOEL;FRTCCIFCTSILVAQILUS;F;01-04-4006 00:00:00
64;ANTONIO SANTOS SOUSA;JOSE GRACIANO SOUSA;MATIR SANTOSROSEYI;M;20-00-5003 00:00:00
65;MARIA;ODAIR;PATRICIA SILVA SILVA;F;19-06-2002 00:00:00
66;MARIA RODRIGUES SOUSA;FRANCISCO FERREIRA SOUSA;HELENITA RODRIGUES ALVEL;F;14-09-2072 00:00:00
67;ELISANDRA GERALDA MARTINS;ANTONIO SANTOS MARTINS;ANTONIA GERALDA INACIO;F;27-05-1947 00:00:00
68;ALEXANDRE RIBEIRO SILVA;FRANCISCO ANTONIO SILVA;RAIMUNDA;M;12-06-2008 00:00:00
69;FRANCISCO SOARES AIRTON;ANTONIO OLIVEIRA AIRTON;VERA SOARES SILVA;M;01-05-1049 00:00:00
70;VICTOR;JOSE PEREIRA FERREIRA;MARIA CASSIA CRUZ;M;19-07-0422 00:00:00
71;RAIMUNDO SECONDE OLIVEIRA;MAURILIO;MARIA SECONDE SILVA;M;27-14-9080 00:00:00
72;MIRCILENE P P;ANTONIO ERNANDES PEREIRA;MABGARIDA;F;04-07-2008 00:00:00
73;SIMUEL FATILAALMEIHA;CICERO SOUZA ALMEIDA;JUCIA F S;M;17-03-2000 00:00:00
74;CAMILA CARLOTA AUGUSTO;GIOVANE;TAMIRES CAKLOTASILVA;F;01-02-8003 00:00:00
75;FRANCISCO LEAL CAETANO;JOSE SANTOS CAETANO;MARIA L A;M;10-08-1998 00:00:00
76;MIGUEL S F;CLODOMIRO RODRIGUES FILHO;ELISANDRA SILVA SOUZA;M;04-06-2001 00:00:00
77;RAYANE SILVA OLIVEIRA;FRANCISCA OLIVEIRA SILVA;ANA S T;F;25-04-2087 00:00:00
78;ELENIR COELHO SILVA;ANTONIOAS;ANGELA COELHO ARAUJO;F;08-03-2809 00:00:00
79;SOPHIA SILVA LIMA;FRANCISCO P L;MARIA SILVA AGUIAR;F;21-05-1034 00:00:00
80;ALIXANDRA SILVA JURANDIR;VANDECARLOS SANTOS JURANDIR;ELANE SILVA EVANGELISTA;F;20-08-6014 00:00:00
81;JACQUELINE SOLANGE ALMEIDA;ANTONIO SILVA ALMEIDA;MALIA;F;20-06-1991 00:00:00
82;RENATA A S;MARDONES PEREIRA SILVA;TEREZA ANATALIA SOUSA;F;26-07-2004 00:00:00
83;CARLOS;JOAO M R;MARIA SOUSA SILVA;M;08-03-2006 00:00:00
84;RITA ROCHA WILLIAM;LUCIANO;RITA ROCHA CORDOLINO;F;01-03-0013 00:00:00
85;JJMILSON ALVES TVMA;FRANCISCO S L;MARIA ALVES CRUZ;M;04-05-1299 00:00:00
86;BRUNO M J;JOSE SILVA JORGE;INACIA MESQUITA BARBOSA;M;05-02-7013 00:00:00
87;FRANCISCO VAZ NETO;MARCOS BATISTA NETO;MARIA V R;M;09-02-2000 00:00:00
88;ALEAOY MELO MODRDGUES;JOSE LOPES RODRIGUES;MFRIAMYHOSOUZA;F;07-03-2307 00:00:00
89;ISABELLE S L;BRINO SOUZA LIMA;REGINA SILVA MARILAC;F;06-06-1014 00:00:00
90;MARIA AMIRLA RURELIO;JOSE;DAMIANA AMIRLA GARDEDE;F;11-02-0990 00:00:00
91;ROBSON MARIA LAURENTINO;FRANCISCO GOMES LAURENTINO;ELENILDA;M;73-08-1990 00:00:00
92;LUCAS SILVA SANTOS;PLACIDO F S;MARIA SILVA PACHECO;M;01-09-2007 00:00:00
93;ANDRESA RODRIGUES OLIVEIRA;FRANCILEUDO OLIVEIRA OLIVEIRA;MARIA;F;01-01-8041 00:00:00
94;MARIA;LUIZ;AZANETE;F;05-01-2004 00:00:00
95;AGATHA HELENA NASCIMENTO;JOSE SILVA NASCIMENTO;ROSANGELA HELENA HONORIO;F;07-03-4033 00:00:00
96;WALESKA SILVA MONTEIRO;JOSE S M;MARIA SILVA FREIRE;F;60-08-2004 00:00:00
97;MARIA TORRES LIMA;JOSE MARIA LIMA;MARIA;F;08-05-1998 00:00:00
98;MARIA;JORGE MARIA SILVA;MARIA MARTINS MORAIS;F;09-05-2609 00:00:00
99;GLEIRE TAVARES WELIGTON;ANTONIO;IZAURA TAVARES VIEIRA;F;31-07-4010 00:00:00
100;SANDRIEL H M;FRANCISCO SILVA MARTINS;VILAUBA H S;M;93-07-2097 00:00:00
101;ANT ERIVCN DIAS;WAIMUDDO FERREIRA DIAS;JOANA ERIVAN AIRES;F;36-05-2018 00:00:00
102;MARIA SILVA GOMES;MARCOS NOGUEIRA GOMES;ANNONIA SD;F;20-03-2008 00:00:00
103;HYAGO CASFIANO SAATOS;EIVAN MEDXIROS SANTOK;MARIA CASSIANO FREITAS;M;06-05-8064 00:00:00
104;MARIA F C;JOSEGERSON CHAGAS;MARIA FERREIRA JOSE;F;14-05-2000 00:00:00
105;MARIA LOURDES FEITOZA;MARCUS MENDES FEITOZA;CRISTIANE LOURDES PEREIRA;F;01-03-2041 00:00:00
106;IARA S B;FRANCISCO Q B;MARIA SANTOJRIPARDO;F;22-04-1016 00:00:00
107;ALCION ELOINA BATISTA;ALEXSANDRO BRAGA BATISTA;MARIA ELOINA MARIA;M;20-08-2059 00:00:00
108;MIGUEL S O;ALEXANDRE S O;RITA;M;07-05-2005 00:00:00
109;PASCOAL SILVA FIRMINO;JOAO;LUCIENE SILVA LUZIMAR;M;31-09-2006 00:00:00
110;RANMANDA NASCIMENTO LARIAS;MOSE SILVA FARIAS;KARINA N S;F;07-02-1998 00:00:00
111;ELIZABETE RODRIGUES FERREIRA;MANOEL SILVA FERREIRA;MARIA RODRIGUES AGUIAR;F;05-03-2011 00:00:00
112;MISAEL SOBRINHORUDES;JOSE SILVA EUDES;JOANA SOBRINHO GOMES;M;11-06-1994 00:00:00
113;MARLEIDE DANIEL BATISTA;ANTONIO WILSON BATISTA;MKRNILCE DAVIEL SILVA;F;10-03-2006 00:00:00
114;JOSE SGUSA SILVA;FRANCISCO SILVA SILVA;MARIA SOUSA ALVES;M;02-03-1081 00:00:00
115;KAMILA LUCIA SOARES;EMANUEL GOMES SOARES;ANA LUCIA FRANCINEIDE;F;08-08-2001 00:00:00
116;JACQFELINE PLSTORV FERREIRZ;EMANUEL SILVA FERREIRC;ANGELA PASTORA LUZANIRA;F;03-02-3001 00:00:00
117;JOAO RODRIGUES SILVA;JOSE PIRES SILVA;MARIA RODRIGUES SILVA;M;06-16-4300 00:00:00
118;EDVANIA NUNES FERREIRA;SALOMAO O F;ELIEUDA N C;F;28-08-2001 00:00:00
119;JOSE DOURADO BACELAR;ROBERTO NEUDSON BACELAR;DORALICE DOURFDO SIHVA;M;19-07-5006 00:00:00
120;JOSE CARMO MOREIRA;ROBSON SABOIA MOREIRA;TEREZISHP CARMO LIMO;M;01-08-2001 00:00:00
121;VANESSA NASCIMENTO PEQUENO;FRANCISCO COSTA PEQUENO;TELMANASCIMENTO UVADALVA;F;11-07-2008 00:00:00
122;JHONATHAN;FRANCISCO SILVA OBEMAR;MARIA GUIOMAR NASCIMENTO;M;05-08-2013 00:00:00
123;ALINNEFFTIMA FERREIRB;RAIMUNDO MAIA FERREIRA;MARIA FATIMA SOUSA;F;04-08-2007 00:00:00
124;MARIA;JOAH;EDITE VITORNOBRE;F;90-07-2002 00:00:00
125;NICOLAS SOUSA CARLOS;PEDRO FILHO CARLOS;FRANHOSCA SOUSA CAROLQEO;M;07-10-2009 00:00:00
126;MIKAELLE SILVA HORACIO;FRANCISCO SOUZA HORACIO;MARIA SILVA MARIA;F;12-01-2004 00:00:00
127;MARIA A PEREIRA;ARNALDO FREITAS PEREIRA;SUELI A SANTOS;F;02-11-1999 00:00:00
128;PABLO DANTAS TELES;ELIEZER BORGES TELES;FRANCISCA DANTAS MENESES;M;07-03-2007 00:00:00
129;ADRIANA NUNES NASCIMENTO;FRKNCISCO GFJVEIRA NASNXMENCB;LUCIA NUNES FERREIRA;F;01-02-2006 00:00:00
130;MARIA PENHA NONATO;JOSE ALVES NONATO;SILVIA;F;03-04-8041 00:00:00
131;NAILSON CARVALHO VIEIRA;SEBASTIAO PEREIZA VIEIRA;GILSA C A;M;28-04-2007 00:00:00
132;JOSE CASTRO PEPREIRA;EDILSON;ANTONIA CASTRO NASCIMENTO;M;30-01-2017 00:00:00
133;MICHELE PEREIRA FABIAO;ANTONIO SILVA FABIAO;MARIA P O;F;01-01-2011 00:00:00
134;ZENEIDE FREITAS SILVA;GILSON WILSON SILVA;REGINA FREITAS QUEIROZ;F;08-07-1798 00:00:00
135;DAVID BATISTA ALVES;ZACARIAS SILVA ALVES;FILOMENA B R;M;09-04-2002 00:00:00
136;REGINA BARBOSA HELIO;JOSE FERREIRA HELIO;MARIA B S;F;19-07-1595 00:00:00
137;PABLO JOSE SANTOS;ALEXANDRE SANTOS SANTOS;FRANCISCAJOSE RIBEIRO;M;26-04-2014 00:00:00
138;RAFAEL;CARLOS ACLECIANO NETO;FRANCISCA CARNEIRO ESTER;M;84-03-2014 00:00:00
139;FRANCISCA MENDES MENEZES;JAIRO S M;DELIUANE MENDES SOUSA;F;25-03-2008 00:00:00
140;VALTER SILVA SOUSA;ANTONIO FERREIRA SOUSA;GARDENIA;M;21-08-7304 00:00:00
141;ANTONIO ILMA CARVALHO;ANTONIO SEUZA CARVALHO;MARSA ILMO SANROS;M;01-03-4009 00:00:00
142;JDOFERSON MAWXDN SANTOS;JOSO F S;FRANCISCA M V;M;27-07-1327 00:00:00
143;MARIA MORAIS LIMA;JONAS FURTADO LIMA;MARIA MORAIS ANDRE;F;24-01-2085 00:00:00
144;PAULO FRANCISCA RODRIGUES;AOSE SIHVA RODRIKUES;DALILA FRANCISCA FERREIRA;M;34-08-2806 00:00:00
145;MARIA L F;AURELIO BATISTA FERREIRA;ANTONIA;F;01-03-1926 00:00:00
146;RENAN FARIAS SILVA;JOAQUIM DIAS TILVA;ANA FARIMS INGRID;M;22-07-2002 00:00:00
147;VITORIA SILVA LIMA;LUIZ LIMA SILVA;MARIA S A;F;21-06-2604 00:00:00
148;SOLANGE COSTA BRAGA;JOSE BRAGA BRAGA;ANGELA;F;16-01-2995 00:00:00
149;FDANCISCC SOYEA SOUZT;VALERIO SILVA SOUZA;ANTQNIA SOHSG MENDSS;M;27-08-2009 00:00:00
150;REBEOA PEREXRANASCIDECTO;ANTONIO SOLEDADE NASCIMENTO;MARIA PEREIRA PEREIRA;F;11-06-2616 00:00:00
151;VITORIA MORAIS SOARES;FRANCISCO ALEANDRO SOARES;JANAINA M S;F;20-08-2014 00:00:00
152;ALANN SANTOS FORTE;FRANCISCO SILVA FORTE;FRANCISCA SANTOS PINHEIRO;M;21-06-2006 00:00:00
153;VICTOR LOPES BRITO;SIMAO;MARIA LOPES LIDIA;M;23-01-2004 00:00:00
154;GXBFIEL;FLAVIO MARREIRO FRANCISCO;MARIA;M;07-06-7997 00:00:00
155;MURILO ROCHA SILVA;LBCIANO ALVES SILVA;JOANA ROCHA SILV;M;21-21-2000 00:00:00
156;LUIS SILVA MARQUES;THIAGO BMRRXS EADQUES;LUCINEIDE SILVA RIO;M;14-05-1999 00:00:00
157;FLAVIANA SILVA LEANDRO;JOAQUIM ALVES LEANDRO;LILIANE S P;F;12-09-2001 00:00:00
158;JOAO ARAUJO LIMA;PAULO S L;EDVANDIRA;M;25-00-2001 00:00:00
159;RENAN ALMEIDA JOSE;RAIMUNDO SANTOS JOSE;FRANCIMEIRE ALMEIDA GISIA;M;15-07-1999 00:00:00
160;DENIS QUEIROZ GOMES;LUIZ ANJOS GOMES;JOSEFA;M;20-01-2003 00:00:00
161;PALOMA ROSILENE FRANCISCO;RAFAEL OLIVEIRA FRANCISCO;CAETANIA ROSILENE SOUZA;F;24-03-2001 00:00:00
162;KAUA SILVA GADELHA;ANTONIO GADELHA SILVA;ANGELA SILVA EVAHGELISYA;M;21-02-3507 00:00:00
163;CAROLINE PINHEIRO NONATO;PEDRO UCHOA NONATO;MARIA;F;27-04-7015 00:00:00
164;MARIA OLIVEIRA GOMES;JGAQUIMSOUSA GOMES;MARIA OLIVEIRA NERIS;F;04-05-2503 00:00:00
165;DAYSE FERREIRA ARAUJO;MARCOS EZ;MARIA FERREIRA GIRAO;F;09-01-2011 00:00:00
166;JOAO C C;JOSE SOUSA COSTA;MARIA C M;M;42-10-2007 00:00:00
167;MARIA MAIA PALMEIRA;IRQN SILVA PALMEIRA;LUIZA MAIA SOUSA;F;21-03-2009 00:00:00
168;ANA CARREIRO SILVA;ERANCISCO PASTOR SILVA;CREUZA;F;09-03-2209 00:00:00
169;JOSE EDILANE BRASIL;FRANCISCO COELHO BRASIL;ELIENE EDILANE LIMA;M;25-03-2014 00:00:00
170;FATIO D S;LUIS MARCULINO SOUSA;RANSUNDA;M;10-05-2007 00:00:00
171;MARIA SILVA NUNES;FRANCISCO F N;OLENANDRINA;F;27-21-2011 00:00:00
172;LUIZA OLIVEIRA SANTOS;FRANCISCO SANTOS OLIVEIRA;TEODORA;F;91-08-1998 00:00:00
173;VANESSA SOUSA SILVA;JOSE;CLAUDETE SOUSA SOUZA;F;05-11-2004 00:00:00
174;BALTAZJR MUIVEIRASILVW;FRANCISFO;VAZDARXIVEILASOUZA;M;18-04-2342 00:00:00
175;IDENY S L;JORGE CUNHA LIMA;LUZINETE SILVA MESQUITA;F;19-01-8003 00:00:00
176;RONAILDE;RAIMUNDO FERREIRA AMERICO;HARIA;F;16-11-2707 00:00:00
177;MARIA ABREU SILVA;ANTONIO SERRA SILVA;MARIA ABREU NAZARE;F;20-01-7000 00:00:00
178;FATIMA CONCEICAO SILVA;TASSIOVAN BRAGA SILVA;MARIA CONCEICAO MAURA;F;06-08-2001 00:00:00
179;FRANCISCO ALMEIDA ALENCAR;LUCIO CUNHA ALENCAR;FRANCISCA ALMEIDA SILVA;M;16-07-2002 00:00:00
180;MARIA MARQUES AIRES;MESSIAS SOUSA AIRES;FRANCISCA;F;01-10-2004 00:00:00
181;KARIENNY SILVA PARENTE;AMILTON COSTA PARENTE;SIDUMAR P F;F;13-07-2000 00:00:00
182;JOSE;CLAUDIO COSMO LUIZ;MARIA SANTOS CLARISSE;M;24-19-1995 00:00:00
183;REBECA RIBEIRO ASSIS;OSMAR O A;EDLENE RIBEIRO SOUZA;F;01-07-2008 00:00:00
184;JOAO E P;MARCOS GOMES PEDRO;ROSENEIDE EXPEDITA SILVA;M;20-08-2609 00:00:00
185;AARIR I C;JOSE A C;FRANCISCA INACIO RAMOS;F;15-01-2006 00:00:00
186;VALERIE L S;JOSE O S;MARIA LIMA SILVA;F;10-00-0010 00:00:00
187;PAULO NASCIMENTO ARAUJO;PAULEPO;MARIA NASCIMENTO ALVES;M;15-02-2009 00:00:00
188;JULIANNA MARIA MONTEIRO;JOSE LIMA MONTEIRO;BENEDITA MARIA PORFIRIO;F;27-06-2010 00:00:00
189;RICARDO;PAULO;ANA SOBRINHO LIMA;M;23-02-2081 00:00:00
190;JOSE CARDOSO CRUZ;AFRANIO JOAO CRUZ;IRINEA CARDOSO SILVA;M;22-08-2001 00:00:00
191;VERA SILVA JORGE;TARZIANO CKRNEIRY JOJGE;LUCILANE SILVA FREITAS;F;28-06-2002 00:00:00
192;ISAQUE SOUSA VIANR;FRANCISCO VIANA SOUSA;MARIA SOUSA MARCIA;M;13-09-2010 00:00:00
193;ANTONIO UMBELINO LAVES;JACQUES S L;QUITERIA U S;M;36-11-2034 00:00:00
194;MARIA LAUDENEIDE SEBASTIAO;JOSE;EVANJOUOBAUOELEIDE SOUSA;F;17-09-9043 00:00:00
195;RITA MATOS REINALDO;RODRIGO S R;MARIA M D;F;07-00-2006 00:00:00
196;MARIA R J;FRANCISCO OLIVEIRA JORGE;KONLNA RODRIGUES SILVA;F;02-07-1919 00:00:00
197;ANTONIO;JYLIO GOMES FILHT;ANTONIA I O;M;28-07-2308 00:00:00
198;DAVI MOTA JUDEMAR;RAIMUNDO LIMA JUDEMAR;VERONICA MOTA ALVES;M;29-06-2091 00:00:00
199;BRUNA LIMA FREITAS;ROBERTO;FRANCISCA L R;F;12-08-2004 00:00:00
200;JEFFERSON LOPES SOUZA;JOSE OLIVEIRA SOUZA;SOLANGE LOPES MEDEIROS;M;25-01-1988 00:00:00
201;MARIA;FERNANDO;GRANCISCA AR;F;15-02-2002 00:00:00
202;MARIA S A;ANTONIO CRUZ AURELIO;MARINEZ SANTOS MACHADO;F;43-10-2013 00:00:00
203;ISMAEL RAQUEL JOSE;JOSE HILTON JOSE;ANA RAQUEL CORDEIRO;M;08-09-2010 00:00:00
204;FRANCISCO SANTOS BERNARDO;JOSX FREYTAS BCRNARSO;MARILIA SANTOS CRUZ;M;01-09-2001 00:00:00
205;FRANCISCO CASTRO PINTO;JOSE SEVERO PINTO;NEIDE CASTRO PAZ;M;07-05-1993 00:00:00
206;MARIA FATIMA MACIEL;GILVAM RIBAMAR MACIEL;MARIA;F;23-01-1897 00:00:00
207;BARBARA RODRIGUES SILVA;JOSE;ALZENIR RODRIGUES KELLY;F;06-01-8509 00:00:00
208;EVERTON SILVA VENTURA;PPANCISCO WELOIDGTON VENTURG;LUCIANA SILVA LIMA;M;04-03-2013 00:00:00
209;KAUA SOUSA FERREIRA;DANIELABAUJODERROIRA;MARIA;M;01-02-7009 00:00:00
210;MARIA ROSILENE PINHEIRO;JOAN AUGUSTO PINHEIRO;NEIVA;F;07-02-5997 00:00:00
211;TICIANE MARIA FERREIRA;ALBERTO SERAFIM FERREIRA;EDNA;F;22-02-1999 00:00:00
212;SAMIA CARNEIRO ;FURNCRDCZ NONATE ;FRANCISCA CARNEIRO SILVA;F;02-10-1998 00:00:00
213;CLEIDE MIRIAN CORREIA;VICENTX SIIVA CORREIA;RAIMUNDA MIRIAN VALDIRENE;F;10-05-1950 00:00:00
214;MARIA S A;ANTONIO QUEIROZ ABSIS;IANDA;F;24-03-2602 00:00:00
215;JUANA SILVA FORTUNATO;MANOEL BARBOSA FORTUNATO;IRACEMA SILVA SANTOS;F;04-81-1908 00:00:00
216;VEKMERSON MOTA CELEZTINO;JULIO;VERV MOTA SILVA;M;27-11-1996 00:00:00
217;MICHAEL BORGES SILVA;SEBASTIAIQUEIROF SILVA;MARIA BORGES PATRICIA;M;01-06-2011 00:00:00
218;JOSE P N;JOSE UDILSON NAJATL;MARIM;F;14-08-2003 00:00:00
219;LUCIA;JOSE ASSIB VDSCONBECBS;MARIA CABRAL LIMA;F;19-11-2014 00:00:00
220;URANCISCO FREITAS SOUSA;JOSE FERREIRA SOUSA;MARIA FREITAS REBOUCAS;M;28-09-1965 00:00:00
221;CICERA N C;RAIMUNDO FLAVIO COSTA;CELIA;F;10-06-2806 00:00:00
222;JOAO MONTEIRO SOUSA;JOSC;CLARINDA M S;M;10-02-1995 00:00:00
223;FELIPE FERREIRA MOREIRA;ANTONIO LIMA MOREIRA;QUITERIA FERYEIRA ROCHA;M;20-05-1998 00:00:00
224;ISQCAS;RPIMUNDO A S;EDNETE SANTIAGO SILVA;M;28-08-7997 00:00:00
225;FRANCISCO LAURA BRAGA;RAIMUNDO COSTA BRAGA;FRANCISCA L C;M;26-41-4003 00:00:00
226;MARIA SILVA NASCIMENTO;FRANCISUO NASCIMENTOSILVA;MARIA SILVA SOUZA;F;09-04-2004 00:00:00
227;JANAINA LIMA SOUSA;FRANCISCO C S;MARY LIMA MARIA;F;03-03-2009 00:00:00
228;TRFNCISCK GONCAMVES SGYSA;MANOEL P S;ANTONIA GONCALVES SANTOS;M;11-04-2000 00:00:00
229;EXPEDITO APARECIDA NASCIMENTO;JOSE GERMANO NASCIMENTO;GERALDA APARECIDA GOMES;M;14-07-1996 00:00:00
230;FRANCISCO;RAIMUNDO;RAIMUNDA;M;06-05-1993 00:00:00
231;KEILIANE SANTOS SOUSA;JOSE BERGUE SOUSA;MARIA SANTOS MOTA;F;40-03-2029 00:00:00
232;JORRANES;FRANCISCO HELIO SILVA;RISOMAR ROCHA FREITXS;M;29-01-1905 00:00:00
233;JAMILA OLIVEIRA FERREIRA;GERALDO NECO FERREIRA;MARIA OLIVEIRA ARAUJO;F;48-51-2701 00:00:00
234;SHERLY SOUSA HELIO;JAIRO;ANTONIA SOUSA MARCELINO;F;19-02-1998 00:00:00
235;ANA SOUSA NILSON;ROBERIO S N;RAIMUNDA;F;19-05-1998 00:00:00
