ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento
21;RAYNARA;FRANCISCO S M;EVILA;F;08-01-2000 00:00:00
22;TAUJO B S;MANUEL;FRANCISCA BARROS SANTOS;M;25-09-2012 00:00:00
23;MAILTON CARLOS OLIVEIRA;JOAO O O;GERALDA CARLOS DORKZ;M;02-04-1096 00:00:00
24;FRANCISCA OLIVEIRA COSTA;ANTONYO C C;MARIA O M;F;45-02-2014 00:00:00
25;VALDEMAR VIEIRA BRAGA;JOSE EMANUEL BRAGA;ISABEL VIEIRA BASTOS;M;07-10-1996 00:00:00
26;RAQUEL;FRANCISCO GOMES DUARTE;MARIA LIDUENA MARTINS;F;13-05-2004 00:00:00
27;MARIA CRISTINA MARTINS;ROBERTO JOHNSON MARTINS;JOANA CRISTINA QUEIROZ;F;25-04-1996 00:00:00
28;FRANCISCA CARVALHO BARBOSA;LEANDRO LOBO BARBOSA;HELOIBA CAJSALHN FIMA;F;19-09-4997 00:00:00
29;ANTONIO LIMA IRAPUAN;VILAMAR ZUCA IRAPUAN;MARIA LIMA FREITAS;M;01-07-2006 00:00:00
30;MARIA GALVAO ZUBA;JEOVA NOGUEIRA ZUBA;MARIA G B;F;10-10-1087 00:00:00
31;MEIRIDIANE SILVA OLIVEIRA;RAIMUNDO OLIVEIRA SILVA;LUIZA SILVA ROCHA;F;10-10-0506 00:00:00
32;MARDSON;EDSON;FRANCISCA ABREU SILVA;M;20-31-1957 00:00:00
33;MARCIANA MAGALHAES FERREIRA;DANIEL FREITAS FERREIRA;FRANCISCA MAGALHAES SILVA;F;14-06-1994 00:00:00
34;FRANCISCO;JOOA SILVA OLIVEIRA;ERILENE CUNHA MARIA;M;20-06-2017 00:00:00
35;MARIA;FRANCISCO CUNHA CARLOS;MARIA BATISTA NOGUEIRA;F;34-08-2013 00:00:00
36;JOSE OLIVEIRA BARBOSB;MANOEL S B;ANA;M;29-04-1996 00:00:00
37;MARIA MOREIRA SOUSA;JOSE AJILA SOUSA;MARIA MOREIRA SILVA;F;15-09-2004 00:00:00
38;CARLOS RIBEIRO SILVA;DAVI A S;RAIMUNDA RIBEIRO AGUIAR;M;17-02-1997 00:00:00
39;CLEILSON;RAIMUNDC AR;MARIA SANTIAGO F;M;49-03-7012 00:00:00
40;FRANCINEUDA SOUZA ALVES;GERARDO;MARIA SOUZA ELIZETE;F;92-03-8998 00:00:00
41;ABILIO ALBUQUERQUE LUIZ;ANTONIO LIMA LUIZ;MARIA;M;54-03-2002 00:00:00
42;PAULO FREDERICO LIMA;FRANCISCO FREITAS LIMA;MARGARIDA FREDERICO FERREIRA;M;13-05-4005 00:00:00
43;KARLENILCE MENEZES ANTUNES;PEDRO CESAR ANTUNES;MARIA MENEZES SILVA;F;30-07-0002 00:00:00
44;GILTON LIRA GOSTA;GLEYSON PAULO COSTA;FRANCISCA LIRA DARC;M;03-00-3014 00:00:00
45;FRANCISCO SILVA LOURENCO;ADEMAR L S;MARIA SILVA SILVA;M;16-07-2382 00:00:00
46;ANTONIA EDINA ALMEIDA;FRANCISCO M A;MARIR MDINA BXTBSHA;F;30-03-2006 00:00:00
47;ANA NASCIMENTO MARQUES;WPLLINGTON ILVA MARQUEH;WONICA NASCIMENTV BAWBESA;F;11-02-2013 00:00:00
48;MARIA JOSENI GONZAGA;JOAO FERREIRA GONZAGA;AURINEIDE JOSENI COSTA;F;09-02-1996 00:00:00
49;ANTONIA T N;JOAO SILVA NASCIMENTO;LUZIA SOUSA FERREIRA;F;43-05-1999 00:00:00
50;JOSE ALVES NASCIMENTO;LINREMBERG BILVA NASCIMENTO;RAFAELA ALVES MARTINS;M;27-04-2019 00:00:00
51;LAISSA OIEIRA LIMX;FUANCISCO LIMA LIMA;ROSINETE;F;06-05-1597 00:00:00
52;ANA SILVA CASTRO;HRANZIYCORIBTIRO CASTRO;MARIA SILVA BASTOS;F;01-10-3005 00:00:00
53;BRUNA;JOAO S R;ROSANGELA ANDRADE PONTES;F;01-07-1997 00:00:00
54;MARIA RIBEIRO MOTA;REGILMARIO REIS MOTA;ELIDIANE RIBEIRO MELO;F;09-09-2001 00:00:00
55;BRUNA ROCHA SILVA;JOAO S S;MARIA ROCHA SILVA;F;68-02-2908 00:00:00
56;MARIA A A;FRAACUGCO JOSE ASSIS;DIANA;F;18-01-3991 00:00:00
57;MATHEUS SOUSA FILHO;JOSE LIMA FILHO;MARA SOUSA LIMA;M;11-21-2000 00:00:00
58;WILTON S O;VDSON SIUSA OLIVEIRA;FRANCISCA;M;13-01-2012 00:00:00
59;VALESKA SILVA CASTRO;JOSETE SOCZA CASTYO;LUCILEUDA SILVA HOLANDA;F;07-08-2007 00:00:00
60;ALZERINA PENHA SILVA;AURILO FARIAS SILVA;FRANCISCA PENHA SILVA;F;22-82-2710 00:00:00
61;JOAO S S;PEDRO CARNEIRO SILVA;MARIA SOUSA PAIVA;M;04-10-2005 00:00:00
62;IRENO VLVES OLVEIRA;ANTONIO BESERRA OLVEIRA;FRANCISCA ALVES CAVALCANTE;M;29-11-9013 00:00:00
63;ADRIANA ISABEL MACEDO;JOAO ARAUJO MACEDO;AFDEMIRA ISABEL SOTZU;F;14-11-2004 00:00:00
64;IVAMAR CHAGAS GEORGE;LIBERATO M G;VANIA CHAGAS FRAGOSO;M;04-01-1995 00:00:00
65;RAIMUNDO VERAS SILVA;FRANCISCO MANUEL SILVA;LIDUINA VERAS ALBETIZA;M;28-05-4007 00:00:00
66;FRANCISCO MONTEIRO OLIVEIRA;JOAO;LUIZA MONTEIRO GALENO;M;35-07-1084 00:00:00
67;FRANCISCO ROBENIR SANTOS;FRANCISCO;HELZINE ROBENIR BRAGA;M;28-06-2614 00:00:00
68;JAIME O F;JOSE SILVA FERREIRA;MARIA OLIVEIRA SILVB;M;20-07-2009 00:00:00
69;SHEILA S P;JOAO PEREIRA SILVA;ANA SILVA SOCORRO;F;86-11-1998 00:00:00
70;PEDRO TEODOZIO SANTOS;CORLOS FERREIRA SANTOS;MARIA TEODOZIO GOMES;M;12-04-1997 00:00:00
71;JOSE SILVA SOUSA;GENILSON RIBEIRO SOUSA;SEJASTLANA S M;M;00-03-2006 00:00:00
72;GLEICIANE F L;JOSE AMARO LIMA;MARIA;F;09-08-2205 00:00:00
73;MANIAC C;JOSE ZRAHEO CLENIO;MARIA C MORAIS;F;05-05-2013 00:00:00
74;LARA SILVA SOUSA;RAIMONDO HENRIQUE SOUSA;KARIASILVAPEREINA;F;03-07-2076 00:00:00
75;SIMONE P T;ROBERTO TAVEIRA THEMOTEO;REONA;F;12-09-2001 00:00:00
76;TATIANE LUCIA PAULA;MARCELO ABREU PAULA;SUELY L D;F;28-04-1996 00:00:00
77;SILVIA X F;FRANCISCO HENRIQUE FERREIRA;MARIA N A;F;23-05-2853 00:00:00
78;LUCINA VENANCIO SILVA;MANOEL GONZAGA SILVA;MARIA VENANCIO AUGUSTA;M;05-10-7993 00:00:00
79;NATALIANA;EDILSON C M;XARIA M Q;F;29-14-2047 00:00:00
80;DIEGO LIMA JOAQUIM;FYANCISCO ROLHX JOAQUIM;MARIA LIMA KAROLINE;M;29-00-1996 00:00:00
81;FRANCISCO S N;FRANCISCO NETO SILVA;MARIA SILVA PEREIRA;M;17-04-2614 00:00:00
82;EMILY TEIXEIRA PINHEIRO;FRANCINCO ESTDFAM PINHEIRO;VERA TEIXEIRA CARVALHO;F;20-09-2012 00:00:00
83;JOAO VERONICA CASSIA;JOSE MESSIAS CASSIA;BALBINA VERONICASANTOQ;M;25-10-2004 00:00:00
84;MARIA GOMES ALMEIDA;ELAIBE SILVA ALMEIDA;MARIA GOMES COSTA;F;09-17-2004 00:00:00
85;JOSE SANTOS LIBERATO;PEDRO SOEDES LIBERATO;JULIA SANTOS SOCORRO;M;05-02-1391 00:00:00
86;CLEMERSON SILVA OLIVEIRA;EWERTON OLIVEIRA OLIVEIRA;ANTONIA SILVA MELO;M;24-02-2004 00:00:00
87;JOQOCRUZ CUNXA;JULIO SOUSA CUNHA;JOSEFA CRUZ BRITO;M;11-08-2092 00:00:00
88;JOSIANE ARAUJO MARTINS;JOSE;ANTONIA ARAUJO SILVA;F;18-06-2411 00:00:00
89;ZEILLANE CUZIRENEROGHA;PEDRO TEIXEIRA ROCHA;TEREZA LUZIRENE FERREIRA;F;15-08-0045 00:00:00
90;IGOR SANTOS OLIVEIRA;AERIANO SILVA OLIVEIRH;MKRCIA SANTOS ROSMLINO;M;02-06-1993 00:00:00
91;GLORIA;ANNTKIO D P;SKIWI MAXQUTY SILVA;F;04-09-0012 00:00:00
92;RAIMUNDO ALVES SOUSA;FERNANDO COELHO SOUSA;YILDC ALOES UIMA;M;27-05-2008 00:00:00
93;LILIAN BERNARDO SOUSA;IRACI SIIVASXUSA;MARVABERJIRBO MARTINS;F;70-19-1986 00:00:00
94;VALDIRA LIMA NETO;JOSE SOUSA NETO;JACIRA L N;F;14-05-5007 00:00:00
95;VAFETSA YPLFINO RONEO;FRANCISCO SILVA ROSEO;JULIA;F;09-02-1085 00:00:00
96;MARIANA OLIVEIRA OLAVO;JUVENIANO;REGINA O M;F;21-00-2005 00:00:00
97;FRANCISCO SANTOS FREITXS;ADEMILTON LIMA FREITAS;FATIMA SANTOS SILVA;M;08-09-2071 00:00:00
98;MARCOS;JOAO ARAGJO ALBZQQERQUE;CECY FERREIRA CARVALHO;M;10-02-2802 00:00:00
99;MARIA N P;MARCIO SKNTOS PEREIEA;LUCIA NASCIMENTO SILVA;F;60-06-2040 00:00:00
100;KARLA COSTA SANTOS;FRANCISCO SILVA SANTOS;NILMA FOSTA VILVA;F;19-01-2806 00:00:00
101;NICOLE LIMA MANUEL;JUVANCI SILVA MANUEL;MARIA;F;07-18-3059 00:00:00
102;KARINA;ARMANDO MOURA ROCHA;ANTONIA BALBINO NOGUEIRA;F;09-07-2055 00:00:00
103;SESIVALDC J G;PAULO CHAGAS GUEDES;VALDEMIRA JESUS MARIA;M;15-09-2008 00:00:00
104;ERISMAR HOLANDA SILVA;DAVI LIMA SILVA;MARIA;F;06-09-1994 00:00:00
105;SEBASTIAO ESTELA SANTOS;KLEYSON MELO SANTOS;LUXZA EQBETA MARTINZ;M;20-10-1998 00:00:00
106;EDIR SANTOS SILVEIRA;LEODORO G S;LUCIANA SANTOS SANTOS;M;02-05-2011 00:00:00
107;RAYSUA NIMA SILVA;ANTONIO CARLOS SILVA;LUCILIA LIMA LUCIMAR;F;33-01-8002 00:00:00
108;ADRIANO FERREIRA MELO;MANUEL;FRANIISSA;M;13-04-2310 00:00:00
109;ANDERSON O S;FRANCISCO RABELO SILVA;EXPEDITA O M;M;02-06-4935 00:00:00
110;MICHAEL N C;FRANCISCO BATISTA CARLOS;MARIA NASCIMENTO BARROS;M;26-07-1997 00:00:00
111;MARIA;JOSE BARROSO SOUSA;ANA SILVA PEIXOTO;F;13-03-1997 00:00:00
112;ELINEIDE;FRANCISCO PEREIRA JOHNSON;MARIA;F;04-05-2714 00:00:00
113;FRANCISCA ANGELO SILVA;PAULO RICARDO SILVA;MARIA;F;16-04-2713 00:00:00
114;FRANCISCA;JOSE SOUSA INACIO;MARIA LIMA FERREIRA;F;60-09-2002 00:00:00
115;JEFFERSON VIANA SILVA;ANTONIO SILVA SILVA;FRANCISCA V S;M;17-06-8002 00:00:00
116;JOSUE;JOSE RIBEIRO MARDONIO;RAIMUNDA SOUSA RIBEIRO;M;15-04-1796 00:00:00
117;ANA LIVRAMENTO SILVA;FRARIO F S;SILVANIA LIVRAMENTO SANTOS;F;05-09-2006 00:00:00
118;EDUARDO HERCULANO NONATO;FRANCISCO SILVA NONATO;MARIA HERCRLANOSIQUEIRA;M;24-19-2036 00:00:00
119;CLEIDIANE A B;JOSE;ELIZABETE ARAUJO AZEVEDO;F;05-02-0999 00:00:00
120;CIRINEU;JOSE L A;RAIMUNDA PEREIRA PINHA;M;58-09-2001 00:00:00
121;LUCIANA GOMES PEREIRA;CRISTIANO DIAS PEREIRA;AMANDA;F;29-07-2809 00:00:00
122;RAISSA SILVA PEREIRA;HONORIO ALELINO PEREIRA;JULIETA SILVA SANTOS;F;26-06-2008 00:00:00
123;DIEGO I S;ANTONIO TILVA OOUSA;ZORIA I P;M;04-03-2001 00:00:00
124;DIEGO SILVA MARQUES;FRANCISCO FIGUERERO MARQUES;IOLANDA SILVA SILVA;M;25-06-2043 00:00:00
125;ALANA FERREIRA CARVALHO;HELCIO;RAIMUNDA FERREIRA SOUSA;F;86-04-2010 00:00:00
126;MARIA SANTANA NASCIMENTO;GAETANO SOARES NASCIMENTS;MARIA;F;24-05-1096 00:00:00
127;MARIA FORTE ADNUMEAR;MANOEL SOUSA ADNUMEAR;REGIANE F S;F;14-07-1997 00:00:00
128;FABIANO A S;JOSE;ROSANGELA ABREU CANDIDO;M;07-06-1999 00:00:00
129;WESLLEY GOMES CHAGAS;MIGUEL E C;MARIA GOMES MOREIRA;M;27-06-2007 00:00:00
130;NICOLAS SILVA FRANCIMELO;HELIO OLIVEIRA FRANCIMELO;MARIA S S;M;06-02-9004 00:00:00
131;ERDC;OSVALDO ALCANTARA SILVA;TEREZINHA;M;20-05-9008 00:00:00
132;LEIANE;JOSE SOUSA SOUZA;LUZIA;F;09-07-6006 00:00:00
133;HELIDA;PEDROHAROLDO SANTAS;SHEIL SUSETE OLIVEIRA;F;03-08-2711 00:00:00
134;ANA L R;DRANCISCO SWNRUS RIGEROO;MARIA LOPES MEDEIROS;F;22-09-2011 00:00:00
135;MARIA ASMEIDA GALDINO;FRANCISCO BATISTA GALDINO;MARIA ALMEIDA MESQUITA;F;24-01-2008 00:00:00
136;FRANCISCO CILENE SOUSA;OSMUNDO NASCIMENTO SOUSA;MARIA CILENE SILVA;M;05-11-2014 00:00:00
137;JOEL;LEANDRO CARLOS SILVA;MARIA MACIEL ARAUJO;M;05-61-2405 00:00:00
138;MARIA RODRIGULS SABOME;JOSUE SILVA SALOME;MARIA R E;F;22-08-1044 00:00:00
139;ETEFANY SOUZA SILVA;FRANCISCO;MARIA;F;04-03-8994 00:00:00
140;JESSICA OLIVEIRA JACINTO;MARCELO X J;FRANCISCA OLIVEIRA MUNIS;F;14-11-2015 00:00:00
141;KARTEGIANO;VICENTE MARIA NASCIMENTO;MARIA SOUZT FEIZOSA;M;14-06-2066 00:00:00
142;MARIA SILVA ALMEIDA;FRINCISCO JOSE ALMEIDA;MARIA S S;F;26-04-1927 00:00:00
143;FERNANDA SILVA FELISMINO;ALBERTO BANDEIRA FELISMINO;RITASILVA ANDRADE;F;34-08-5002 00:00:00
144;AQNA ALENCAR MELO;JOSE;RITA ALENCAR LARANJEIRA;F;09-02-2206 00:00:00
145;REGIVKE LZLVY TJVARES;PEDRO FREIRE TAVARES;CLAUDIA S C;F;88-06-2897 00:00:00
146;ELVIS;AETOCIOALXES VILVA;MARIA LIRA RUTE;M;18-04-2001 00:00:00
147;LOAMI FERNANDES NICACIO;JASE REIL NICACIO;ANTONIA;M;33-04-7003 00:00:00
148;THIAGO ARAUJO GINO;VINICIOS;FRANCISCA ARAUJO MACEDO;M;97-01-2003 00:00:00
149;MICAELE;CLATINDO;GERLANDIA FELIPE SILVA;F;11-04-2090 00:00:00
150;JOAO OLIVEIRA XAVIER;JOUE SANTOS XAVIER;MARIA OLIVEIRA ALVES;M;11-03-2087 00:00:00
151;YASMIM RIBEIRO ARAUJO;CLODOALDO;SAMILA RIBEIRO EUGENIA;F;08-01-5607 00:00:00
152;DANEELE NAZINNJ ALMSODA;JOSE SILVA ALMEIDA;MARIA NAZIENE SILVA;F;32-01-1997 00:00:00
153;JOSE B RIPARDO;JOSE ALEXANDRE RIPARDO;MARBA BCAHYLCANTE;M;77-07-2002 00:00:00
154;LUCSANO;FRANCISCO OLIVEIRA MACEDO;ANTONIA SIZVA OLIVEIRA;M;20-09-1994 00:00:00
155;WILSON SILVA FERREIRA;MARCOS BANDEIRA FERREIRA;FRANCISCA SILVA SALES;M;17-07-1197 00:00:00
156;SARA O W;JOSE LOPES WILTON;MARIA OLIVEIRA LIMA;F;22-06-2092 00:00:00
157;JOAO CAMARA BERNARDO;RAIMUNDO MELO BERNARDO;MARIA C S;M;24-02-2071 00:00:00
158;VITORIA COOTA ARJUJO;REGINALDO;FRANCISCA C M;F;04-02-1990 00:00:00
159;JOSE P MARQUES;JOAO COSTA MARQUES;ANA P SANTOS;M;21-11-2003 00:00:00
160;YSADORA M E;JOSE;ANTONIA MOREIRA SILVA;F;17-04-2044 00:00:00
161;POLIANAMAGALNAPS ILIVEIRM;TAFAEL;LUIZA MAGALHAES TEIXEIRA;F;12-04-2477 00:00:00
162;MARIA;FRANCIKCO ALNVIFA BOURA;MARIA FREITAS MACEDO;F;25-31-1999 00:00:00
163;MARIA VITORINO RAIMUNDO;CARLOS;REVINAV S;F;17-06-1011 00:00:00
164;JOSE OLIVEIRA TRIBUTINO;CARLOS WILSON TRIBUTINO;LUCINETE OLIVEIRA OLIVEIRA;M;21-09-2003 00:00:00
165;CARLOS MARIA OLIVEIRA;ROMUKO S O;MARIA;M;09-11-2001 00:00:00
166;NATIELY NASCIMENTO ANTONIO;JOSE BRITO ANTONIO;JOELA NASCIMENTO FREITAS;F;05-08-2985 00:00:00
167;DAVINYCARMO SILVA;JOSE SILVA SILVA;FRAKCELY CARMO RODRIGUES;F;01-04-8944 00:00:00
168;WILLIANA SOUZA GOMES;SEBASTIAO CARVALHO GOMES;MARIA HOUZA PEDRO;F;09-08-2006 00:00:00
169;AURIWELIA VIEIRA HERCULANO;QOAO ANDRADE HERCULANR;MARIA VIEIRA SIEBRA;F;07-01-2004 00:00:00
170;MARIA NASCIMENTO ALVES;SAMUEL MARIA ALVES;CRISTINA NASCIMENTO BRITO;F;23-01-2490 00:00:00
171;RAQUEL CONCEICAO SOARES;JOSE ANTONIO SOARES;ANGELA C A;F;15-07-2003 00:00:00
172;IGOR L I;ANTONIO;MAVGARMDA;M;11-08-2012 00:00:00
173;JOAO;ADALMIR F T;EDIANIRA SANTNS APAYEQIDA;M;66-09-1995 00:00:00
174;ROSANGELA G S;JOSE SILVA SANTOS;ERINEUDA GUILHERME BORGES;F;27-07-2011 00:00:00
175;ELIEL ANDRE MATOS;FRANCISCO ASSIS MATOS;FRANCIRMA A P;M;06-08-2009 00:00:00
176;CSCERAF P;FRANCISCO FIGUEIRAS PEREIRA;FAVILANEFZRREIRA SILFA;F;03-10-2009 00:00:00
177;BURINETE NASCIMWPWJ SERGIO;FRANCISCO;YRBNCISCAN S;F;09-05-1765 00:00:00
178;MARISA OLIVEIRA SOUSA;JOSE G S;MICHELE OLIVEIRA SOUSA;F;18-08-2001 00:00:00
179;JOAO O M;JOSE TARGINO MENEZES;MARNA OLIVXIRA SILVA;M;28-11-2011 00:00:00
180;SARIA K C;JOAO A C;FLAVIANA FRANCISCA OLOVEIRA;F;72-11-8742 00:00:00
181;TALITA OLIVEIRA SILVA;BRUNO N S;MARIA OLIVEIRA SILVA;F;01-08-1992 00:00:00
182;BRUNOGDAUGISA CARBEIRO;FRANCISCO SILVA CARNEIRO;ANA ADAUGISA LIMA;M;12-08-2701 00:00:00
183;FLAVIO NASCIMENTO BARBOSA;RAUMUNDO SSLVA BARBRSA;MARIA NASCIMENTO BARROS;M;03-06-2093 00:00:00
184;ANTONIO C N;AMARILIO PAULA NONATO;ELISANGELA C G;M;14-04-6014 00:00:00
185;ANA GOMES SILVA;FRANCISCO LAZARO SILVA;MARIA;F;50-09-2004 00:00:00
186;JAIRTON PINHO OLIVEIRA;HENRIQUE ANTONIO OLIVEIRA;WLESSAZDZA PIZHO SOASES;M;17-06-2001 00:00:00
187;FRANCISCO ALVES AGUIAR;GLAILLON EGUIAR ALVEV;MARIA ALVES SANTOS;M;23-06-2001 00:00:00
188;ANA HOSANA MARCOS;ADRIANODUAVTE MARCOS;CARMELINDA HOSANA SILVA;F;15-03-2908 00:00:00
189;NICLAILTON LILIANA ASSIS;NARCELIO;FLAVIANA;M;12-10-2007 00:00:00
190;MARIA C S;JEOVAH SANTOS SANTOS;MARIA CASTRO LIMA;F;06-09-2600 00:00:00
191;WAQDOLUCHA SILVA MOUZA;JOSE P S;MARIA SILVA SILVA;F;06-01-2542 00:00:00
192;EMILIO ALENCAR SANTOS;RAIMUNDO C S;RAIMUNDA A M;M;03-07-5597 00:00:00
193;CICERO SOUSA MOURA;GILBHRTO;MILENA SOUSA CARVALHO;M;10-08-2087 00:00:00
194;LDILSON ILIVEIRASDLVA;FRANCISCO SILVA OLIVEIRA;APARECIDA OLIVEIRA PAIVA;M;97-07-2001 00:00:00
195;FRWNCISCO;BENEDITO LIMA MIRANDA;FRANCISCA SOARES SAMPAIO;M;11-05-6000 00:00:00
196;MARIA S P;KLEVES FILHO PAULO;MARCIA SANTOS SALES;F;08-07-2811 00:00:00
197;MARIA RODRIGUES FARIAS;RAIMUNDO;MYRIA;F;17-21-2023 00:00:00
198;JOSE SILVA LOPES;JOSE;HILDA SILVA GUIMARAES;M;05-11-1888 00:00:00
199;FRANCISCO O A;AGOSTINHO MENDONCA ADAILTON;ZUILA OLIVEIRA NUIVEIRA;M;04-00-2004 00:00:00
200;MARIA OLIVEIRA SILVA;FRANCISCO PEREIRA SILVA;CLEIDE OLIVEIRA LIMA;F;28-06-8018 00:00:00
201;SABRINA RODRIGUES MOREIRA;EVYNGJLISTA PAIVAMOWEIRV;MARIA R S;F;27-08-2002 00:00:00
202;CAMILA ARAUJO UBIRACI;GERALDO;JESSISA;F;12-10-2062 00:00:00
203;MASRCIO;JOEL BARBOSA SOBRINHO;MARIA S G;M;56-02-2046 00:00:00
204;NADIELLE SILVA OLIVEIRA;JOSE COELHO OLIVEIRA;MARIA SILVA SOCORRO;F;29-09-2006 00:00:00
205;ERILENE S I;FRANCISCO SILVEIRA ISIDRO;FRANCISCA;F;21-03-6008 00:00:00
206;MARIA MOTA COSTA;JOSE RUFINO COSTA;DELZUITA M S;F;01-11-4001 00:00:00
207;MAFNUT;FRANCISCO SOUSA PAIVA;ALBERTINA LIMA LOURDES;M;26-10-2007 00:00:00
208;FRANCISCA CLAUDENIA MACHADO;TEOTONIO PAULINO MACHADO;MARIA CLAUDENIA SOUSA;F;22-07-2008 00:00:00
209;MARIA SANTOS PIRES;RAIMUNDO PIRWS NERDS;AARIA S M;F;17-02-1999 00:00:00
210;ANTONIELDA DALTA FERREIRA;EDILSON JARDIM FERREIRA;MARTA D R;F;02-08-2008 00:00:00
211;ARTHUR MOURA PERREIRA;FRANCISCO;ANTONIRMOURJ CARYALHO;M;24-11-1599 00:00:00
212;ANTONIO PEREIRA MOURA;JOSE HENDRIK MOURA;GERALDIISPEREIRALIMA;M;06-04-2013 00:00:00
213;VANGZA PEREIRA AZVJS;FRANCISCO SILVA ALVES;RAIMUNDA P G;F;09-08-2058 00:00:00
214;TENORIO;BENICIO NASCIMENTO EUDO;ANTONIA SILVA FACANHA;M;28-11-2024 00:00:00
215;ROBSON CARNEIRO DELFINO;EDILBERTO RIBEIRO DELFINO;TANILDA CARNEIRO COSTA;M;25-07-1996 00:00:00
216;FLAVIA M F;DIEGO ROCHA FERNANDES;MARIA MARIA BENEDITO;F;14-05-1985 00:00:00
217;ROBIKOLSIYVA QBREU;JAKSON GOMES ABREU;FRANWIBCA SILVA THMA;M;31-01-2024 00:00:00
218;JOSE;JOSE F S;BENEDITA SILVA AMARANTE;M;17-08-2010 00:00:00
219;SARAH SALES AGUIAR;JOSE SILVA AGUIAR;MARIA;F;46-06-2714 00:00:00
220;SILVIA SOARES SOUSA;SEBASTIAO DIOLINO SOUSA;MARIA SOARES ALENCAR;F;13-03-2011 00:00:00
