ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Ônibus
77;MARIA SOUSA LIMA;MAURO AZEVEDO LIMA;FRANCISCA SOUSA CUNHA;F;1071903;555, 195, 665, 550
78;FRANCISCO V B;JOSE ALCINO BARROSO;FRANCISCA VANDA COSTA;M;3771003;201, 617, 448
79;ANA ANDRADE ARRUDA;ADELSON SILVA ARRUDA;MARIA ANDRADE OLIVEIRA;F;5707983;917, 062, 275, 217, 971
80;FRANCTSCOSOUZA SANTOS;RAIMUNDO ANTONIO SANTOS;MARIA SOUZA FERREIRA;M;2961954;871, 272
81;ANDRP SILVAOLIVEIRA;ICOTT;MARTA S M;M;1062003;976, 868, 465, 255
82;ASTONIO;FRANCISCO JOSE CESAR;ROSENIHDA A L;M;20111147;128, 429, 705, 765
83;STEFANY FELIZ CAMELO;ALUIZIO CARLOS CAMELO;ANGELITA FELIZ GOMES;F;1431963;746
84;FERLANE BATISTA SANTOS;JOSE GILSON SANTOC;GERALDA BATISTA SILVA;F;471974;362
85;MARIA SOUSA SANTOS;FRANCISCO;MARIA SOUSA SOUSA;F;6131589;321, 804, 024
86;CONCEICAO;JOSEELPAS ROMIIGYEU;MARILIA SOBRINHO MESQUITA;F;4851979;545, 748, 862, 948, 637, 289, 142, 615
87;MARCIVANIA SIMONE RIBEIRO;FRANCISCO ARUEIMV OIBEIRO;FRANCISCA;F;2141977;669, 731, 258, 748, 830, 268, 151
88;DAYANA AMARAL VICENTE;FRAMCISCO NASCIMENTO VICENTE;MARIA AMARAL NASCIMENTO;F;1353008;323
89;MARCIO JESUS SOUZA;ANTONIO;HELENA JESUS GONCALVES;M;121996;188, 684, 503, 568, 044, 524, 920, 863, 632
90;KARINE;FRANCISCO COSTA SIDVA;MARIA EVANGELISTA CAVALCANTE;F;1831568;948, 353, 227, 655, 772, 603, 867
91;PATRICIA;FRANCISCO B E;FRANCISCA PORTO MACENA;F;2042906;910, 348, 612, 837, 109, 341
92;LUIZ M S;FRANCISCO R S;MARIA MARIA CLAUDIA;M;2531258;190, 850
93;JOSE GRACAS GOMES;ALDENIR C G;TANIA GRACAS RAMOS;M;8862005;375, 076, 376, 949, 268, 925, 955, 308
94;GABRIEL RODRIGUES OLIVEIRA;MANOFL;LUZIA RODRIGUES SILVA;M;1161982;222, 079, 558
95;MARIA MARIA MADEIRA;FRANCISCO M M;VERA MARIA OLIVEIRA;F;696012;004, 770, 458
96;FRANCISCO O V;PEDRO FATIMA VASCONCELOS;MARIA OLIVEIRA SOUSA;M;1671975;937, 058
97;NADIA L C;ELIORNILTON;MARIA L L;F;386165;719, 288, 617, 873, 753, 957, 141, 816, 660
98;DEBORA LOPES SILVA;RAIMUNDO SILVA SILVA;BENEDITA LOPES LUCIANA;F;0011947;990, 240, 292, 428, 223, 951, 457, 430, 682, 716
99;VERONICA CUNHA FARIAS;ANTONIO SILVESTKE CARIAS;MARIF CUNHA EXPEDITA;F;842011;568, 429, 041, 898, 120, 970
100;JENNIFER;LECIO S M;ANNE TEIXEIRA LIRA;F;8132989;584, 282, 445, 870, 256, 929, 892, 521
101;DANIYLA SOUZA BARROSA;JOSE S B;MABIA SOUZA VIANA;F;1641320;790, 886, 165, 980, 162, 880, 916, 280
102;MARIA L S;BEEEDITOFANVOU SILVA;MARIA;F;2157009;387, 776, 453, 518, 644, 166, 079, 146
103;MARIA;BENONI SANTOS OLIVEIRA;MARIP PETRONILIO SILVA;F;2141953;199, 904, 955, 830, 945, 269, 938, 256, 952, 249
104;EMERHON IRISMAR MATTINS;MANOEL GOMES MARTINS;MATILDE IRISMAR CUNHA;M;2541970;649, 599
105;PAULA CARVALHO RODRIGUES;ANTONIO GOMES RODRIGUES;TERESA CARVALHO SANTOS;F;1491995;863, 390, 571, 072, 794
106;ROBERTO;RAIMUNDO EVANGELISTA LIMA;MARLA V D;M;12312016;152, 039, 530, 330, 213
107;RAIMUNDO MOTA VANDUI;RAKMUTDO BAMOSVANDII;REGINA MOTA SABINO;M;1871954;556, 576, 434, 003, 450, 498, 832
108;EMYLLE S M;JOSE MENEZES SILVA;NAZARINA SILVA SALES;F;217960;613, 213, 156
109;SARAH SIMONE LOPES;OOJGARIO;MARIA SIMONE SANTOS;F;2321985;189, 500, 246, 885, 688
110;JOSE FREITAS SOUSA;JARDEL O S;FRANCISLANE FREITAS MAIA;M;641955;125, 081
111;JULIA SOARES CARVALHO;MIGUEL LOPES CARVALHO;MARIA;F;7031997;556, 262, 691
112;REBEKA ELEUTERIO FRANCA;JOAO SEVERO FRANCA;WANDERLANY;F;2552019;327, 306, 358, 005, 850, 470, 726, 916, 850
113;IAOR POULQ LOPES;GERALDO TEIXEIRA LOPES;MARIA;M;1571942;002, 186, 638, 932, 449, 166, 455
114;FRANCISCA S C;JOSE TEIXEIRA COSTA;RITA SANTOS SOUSA;F;1721942;659
115;OSMARINA;JOSE CEZIMAR SILVA;MARIA SILWA LIMA;F;9841485;661, 262, 731
116;JANAINA SOUSA CANDIDO;MESSIAS CARVALHO CANDIDO;MLRIASOUNA BRIWO;F;571912;053, 246, 193, 677, 534, 470, 855, 367
117;TIAGO LOPES SILVA;ANTONIO VERAS SILVA;ANDREA LOPES SILVA;M;1851959;827, 115, 784, 282, 019, 124, 379, 990, 736
118;ETELVINA SULIENE PEREIRA;ANTONIO CANDIDO PEREIRA;GISELE SULIENE OLIVEIRA;F;1382021;718, 574, 061, 639, 644, 614, 415, 099
119;SOFHIA PEREIRA MOREIRA;FRANCISCO FERREIRA MOREIRA;MARIA PEREIRA ALCANTARA;F;582013;757, 076, 188, 760, 826, 258, 194, 613, 057, 732
120;AKEXANDRE PR;PEDRO;MARIA P S;M;592015;289
121;FRANCISCO V A;PEDRO RODRIGUES ARCANJO;VALDA VASCONCELOS NASCIMENTO;M;1332007;240, 004
122;ANA OLIVEIRA AZUL;JOAO NUNES AZUL;CLAUDIAGLIVEIRW SILVA;F;2112083;644, 872, 207, 869, 831, 728
123;WANDERSON ALVES DUARTE;FRANCISCO S D;REJANE ALVES COSTA;M;862110;873, 428, 700, 803, 453, 448, 290, 960, 913, 871
124;MARIA S F;DAMIAO SOUSA FROTA;LIGIANE SANTOS FERREIRA;F;2192002;109, 751, 227
125;MARCOS GLAUBANIR ADONAI;FRANCISCO FILXO BDONAI;VALCIDA GLAUBANIR CANDIDO;M;1711991;478, 995, 891, 924, 127
126;MARCOS FERREIRA SILVA;SALUSTIANO OLIVEIRA SILVA;MARIA FERREIRA SILVA;M;5112053;348
127;MARIA RODRIGUES SILVA;FRANCISCO ANDRADE SILVA;MARIA R B;F;0510974;124, 202, 163
128;FABIOLLO MARIA GONCALVES;FRANCISCO CHAGAS GONCALVES;MARIA MARIA AQUINO;M;2682008;158, 150, 340, 659, 237
129;LISIA;FRANCISCO DIOMAR GOMES;ANA SANTOS LUZINETE;F;4232002;626, 143, 842, 070, 548, 481, 089, 916, 157
130;NAZARE SOUSA SILVA;FRANCISCO PERSSON SILVA;CECILIA;F;23102008;533, 521, 622, 023, 303, 647
131;WILTON A S;DAVI GLEITON SANTOS;FRANCISCO ACALIA EFENICE;M;6171947;469, 326, 098, 550, 223
132;MARIA NERI BERNARDO;MANOEL EDSON BERNARDO;ELOISA N N;F;2322004;943, 112, 070, 876, 135, 582, 407, 908
133;JOSE MATIAS NASCIMENTO;AMADEU SILVA NASCIMENTO;ANTONIA MATIAS FATIMA;M;2012011;246, 654, 575, 089, 616, 676, 808, 963, 905
134;TERESA PAULA FERNANDO;CLEYTON MARTINS FERNANDO;MARIA;F;311289;743, 782, 994, 449
135;MIZAEL CARNEN SOUZA;DIMAS FILHO SOUZA;MARIA;M;263965;065
136;ALEXSSANDRA RODRIGUES SOUSA;MARCELO ALMEIDA SOUSA;MARIA RODRIGUES RABELO;F;2911939;680, 209, 579
137;JORGE ALVES OLIVEIRA;FRANCISCO S O;DELFINA ALVES ALMEIDA;M;1882006;271, 717, 623, 973, 411, 183
138;MABZA SILVA BARYOSP;FRANCISCO CARVALHO BARBOSA;SILA SILVA SILVA;F;10181605;845, 403, 777, 087, 745
139;JULIO;JOEL MONTEIRO OLIVEIRA;CLAUDIA R N;M;13101958;364, 734, 978, 210, 195
140;ALINE COSTA SANTOS;ROGERIO E S;SALETE C M;F;3711288;296, 770
141;JOSE COSTA FORTE;NELSON SOUSA FORTE;MARIA COSTA ROCHA;M;121990;697, 889, 111, 023, 949, 564, 853
142;LUIZ ALVES SILVA;FYABCIKCO CLAUBINHO SILXA;FRANCISCAALVESVASIA;M;771955;946, 050, 956, 843
143;RAQUEL O M;GERALDO SILVA MORAIS;MARIA OLIVEIRA LUCIA;F;669978;419, 476, 069, 393, 126, 027, 150, 468
144;CLODOALDO A F;JOSE;TEREZA;M;2352999;743, 587
145;ANTONIO ALMEIDA NASCIMENTO;FRANCISCO BARBOSA NASCIMENTO;MARIHDLSEIDA SILDA;M;641975;405, 080, 239, 380, 134, 144, 124, 232, 452, 788
146;FRANCISCO AZEVEDO SILVA;FEXTPE SANEOS OILTA;TEREZINHA AZEVEDO MONTEIRO;M;1981917;491, 746, 764, 117, 059, 729, 475, 610, 983, 546
147;LUCIENE FERREIRA NOGUEIRA;RAIMUNDO;MARIA;F;1722003;925, 935, 874, 031, 097, 031, 650, 316, 580, 022
148;FRANCISCA A S;JOAO ALVARENGA SILVA;MARINETE;F;765949;631, 068, 128, 174, 571, 865
149;RIQUELME COSTA SILVA;ANTONIO TORRES SILVA;ROCILENE COSTA SILVA;M;1561843;895, 809, 384, 812, 669, 333, 695, 980
150;MARIA M C;FRANCISCO;TERASINHA MOURA FERREIRJ;F;2292006;276
151;JOANA SILVA FIRMINO;FRANCISCO ANTONIO FIRMINO;MARIA;F;8731944;546, 009, 902, 893, 512, 852, 002, 849, 995
152;LARISSA SOUSA SILVA;JOSE LEMOS SILVA;ROSA SOUSA ALICE;F;231955;350, 957, 965, 597, 202, 849
153;KAUAN MARIA LIMA;EURICO COSTA LIMA;MARIA MARIA VASCONCELOS;M;2886987;570, 205, 846, 696, 953, 492
154;KEVIN SILVA BATISTA;RAIMUNDO;MARIA;M;161968;888, 955, 569, 528, 605, 997, 635, 184, 931
155;TERESA;ADAUTO F S;LINDALVA;F;1491948;044, 279
156;JOSE;FMANCISCO C S;FTANCISCA B H;M;2311990;995, 224, 853, 473, 514, 706, 689
157;MARIA;LUIZ P R;MARIA;F;1422996;157, 144, 333, 444, 479
158;EZEQUIEL NASCIMENTO BATISTA;RAIMUWCM OZENIR BAPYDTA;FRANCISCA NASCIMENTO NASCIMENTO;M;2311994;445
159;MANUELA D S;RAIMUNDO;MARIA DEUZIANE ALVES;F;2426100;083, 995, 842, 315, 181, 755
160;CLEYTON FERREIRA GOMES;GENIVAL FERNANDES GOMES;TEREZA;M;1901992;029, 951, 266, 739
161;LETICIA PEREIRA PAULA;MANOEL ALVES PAULA;ROSEMARY PEREIRAVIEIRA;F;511678;707, 367, 536, 826, 039, 929, 315
162;CLAUDIA SILVA AUGUSTO;JFHE A S;JOSINETE SILVA SILVA;F;071993;599, 702, 852, 874, 555, 432, 092, 358
163;ROSA;JOSE SOUZA CHAGAS;MARIA LUYIAPEUEIRA;F;1111944;306, 914, 216, 976, 554
164;FELIPE SILVA NASCIMENTO;XNAONIO EOMESNASCIMENTO;MARIA;M;171955;494, 166, 369, 001, 736, 895
165;VANDA SANTOS SILVA;FRANCISCO SOARES SILVA;GUELREY;F;2046035;911, 605, 534, 113, 042, 201, 443, 303, 886
166;PAULO OLIVKIRA SILVP;FRANCISCO N S;ANTONIA OLIVEIRA PEREIRA;M;621967;366, 625, 099, 555, 339, 645, 737, 197, 059
167;MARIA;FRAGCIACO C F;SILVANA OLIVEIRA RAMOS;F;2212014;957, 765, 030, 408, 661, 712, 032, 486, 956
168;WALLACE TEIXEIRA RODRIGUES;BRUNO SILVA RODRIGUES;LUZANIRA TEIXEIRA FERNANDES;M;2061238;572, 137, 414, 860, 611, 349, 417
169;GERLANIA MELO OLIVEIRA;CELIO SILVA OLIVEIRA;SARA MELO SANTOS;F;5491905;449
170;MARUA SATTOS WKLLIYGWON;FRANCISCO R W;MARIA;F;272014;366, 676
171;RHILLARY ALMEIDA CASTRO;JOAO S C;MARIW K E;F;1901946;260, 075, 102, 149, 368, 335, 062, 331, 670
172;ANTONIO SOUSA MARINO;ROBERTO F M;BPACILINA IKTSA ESTELA;M;27831993;417, 661, 635, 016
173;FRANCISCA SILVA COSTA;FRANCISCO SANTOS COSTA;MARIA S F;F;611957;475, 726, 955, 986, 514, 677, 561, 510, 124
174;CLARA SANTOS SOUSA;PAULO SARAFIM SOUSA;MARIA SANTOS SOUZA;F;05101956;972, 802, 892
175;LUANA MARQUES OLIVEIRA;FRANCISCO ALVES OLIVEIRA;MARIA MARQUES EVANGELISTA;F;1228965;391, 535, 622, 582, 144, 980, 613
176;VALDEMIR ROCHA JOSIDAN;ADVALDO;MARIA ROCHA ALMEIDA;M;3461984;575, 731
177;FLAVIO ARAUJO JERRY;ELENILSON;RAIMUNDA ARVGJO SILVA;M;691953;762, 873, 116, 325, 912, 301
178;ELIANA SILVA FEITOSA;MARCOS O F;MAYAA;F;512032;810, 967, 268, 083
179;JUAN SOUZA SVRVA;JORGE LIMA SILVA;CRISTIANE SOUZA SOUSA;M;1901963;773, 616, 669, 001, 802, 765, 230, 998, 587, 739
180;ANDREA A S;ELIAS MESQUITA SILVA;MARIA A S;F;22182008;864, 601, 220, 400
181;RIANE ARAUJO SILVA;ANTONIO SOUSA SILVA;AURILEIDE ARAUJO SILVA;F;211995;860
182;FRANCISCA;FRANCISCO SANTOS CASTRO;FRANCISCA PONTES MOURA;F;76101296;921, 982
183;CARLIANDERSON SANTOS BARBOSA;RAIMUNDO PEREIRA BARBOSA;MARIA SANTOS RITA;M;1401949;277, 585, 375, 338, 870, 579, 428, 972, 898
184;ESTEFANNY SILVA SANTOS;FRAKCISCO CARKOS SANTOS;CLEONICE SILVA XAVIER;F;293080;565, 678, 128, 615, 924, 361, 731, 779
185;JULIO PEREIRA CARNEIRO;JOSE CUNHA CARNEIRO;LUCNA PZRYIYCPARBOSA;M;4121931;601
186;NJILA F E;NILSON;RAIMUNDA FREITAS SILVA;F;7461954;027, 141, 114, 567, 549, 076, 162, 567
187;PEDRO ROSALIA VIDAL;RAIMUNDO LOURENCO VIDAL;MARIARGSDLZA SMLVA;M;532067;250, 822, 080, 695, 778, 422
188;FRANCISCO CONCEICAO SILVA;FRANCISCO BARROS KFLVA;FRANCISCA CONCEICAO SOUZA;M;2479024;018, 367, 753, 982, 743, 286, 633, 396, 857
189;ANBERSON OLIVEIRUNASCIJENTO;IVANALDO M N;MARIA O S;M;2961247;795, 316, 889, 509, 138, 188, 337
190;ALZENI;FRANCISCO;RAIMUNDA ALTINA RODRIGUES;F;29311999;484, 387, 082, 704, 371, 771
191;FRANCISCO;JOSE YARBO SANTOS;ZURENE EVA NUNES;M;2961968;224, 576, 906, 254, 695, 211, 680, 164, 229
192;RAIMUNDO C A;JOSE SILVA ALMEIDA;VALDIZIA COELHO SILVEIRA;M;852098;699
193;PAULO VIEIRA SANTOS;FRANCISCO ARAUJO SANTOS;ANTONIA;M;1711986;627, 739, 512, 874, 433
194;CELIO G B;FRANCISCO;MARIA GONCALVES NASCIMENTO;M;1471928;412, 968, 784, 802, 185, 968, 611, 871, 171
195;RAIMUNDA NASCIMENTO CARMO;FRANCISCO FERREIRA CARMO;MARIA N P;F;481950;190, 588, 267, 969, 064, 505, 461, 715, 286, 246
196;ANA SOUSA CANDIDO;MADUEL;MARIA;F;2521977;927, 655, 319, 741, 566, 981, 996, 748, 956, 371
197;ELINOABE GRACAS FELIPE;FRAACISCO RNIMUNDO DELIPE;MARIA;M;299974;516, 591, 647, 228, 383, 134, 199, 586
198;MMRIAS N;RAIMUNDO ROBERTO NACELIO;LUISA SILVA COSTA;F;1851993;972, 690
199;FRANCISCO SILVA CELESTINO;QWHNELKIMOSS KCLESTINO;MARDASILGA SANTOS;M;19112010;134, 075, 734, 995, 055
200;ROSSI SILVA ASSIS;PEDRO ASSIS SILVA;MARIA SILVA BRASILEIRO;M;531121;106, 661, 451, 567, 919, 273, 056, 421, 475
201;ADAILA PONTES BEZERRA;ANTONIO SOUZA BEZERRA;MARIA PONTES FERREIHA;F;7852964;331, 886, 906, 235, 267, 428, 812
202;JANIZIO NASCIMENTO BRANDAO;SEBASTIAO SILVA BRANDAO;MARIA NASCIMENTO JOSE;M;1281975;897, 246, 828, 191, 738, 363, 078
203;ABNER M S;JOAO;MARIA MARIA PEREIRA;M;15111991;477, 308, 576, 010, 603, 254, 083, 912, 081
204;ANTONIA PEREIRA JULIAO;GILSON SOUSA JULIAO;EMILIANA PEREIRA CARDOSO;F;4172011;452, 353, 460, 797, 865, 480, 277, 889
205;ANA SOUZA MORAIS;JOCELIO MORAIS SOUZA;CARBYENB S M;F;2561995;054, 280, 900
206;VICTORIA VIANA VIEIRA;MARCOS PAULA VIEIRA;LUIZA VIANA UCHOA;F;1521998;500, 547
207;ISABELA N N;FRANCISCO;MARIA N B;F;3059914;948
208;YCARO;ANTONIO;HERLPNE R S;M;8481952;071, 514, 994, 928
209;NEBORK REIS LIMA;VICENTE SANTIAGO LIMA;ROZIMAR REIS CARLOS;F;911358;985, 520, 189
210;DAVI SANTOS BESERRA;WALDEMIR C B;LUCIA SANTOS CRUZ;M;1932003;849, 834, 061, 595, 929, 343, 439, 560, 655
211;LAYLA P B;JOSE PEREIRA BARBOSA;JULIA PEROLINA OLIVEIRA;F;1971577;981, 368, 955, 633, 577, 961, 805, 536
212;BENTO S Z;JOSE J S;MARIA S M;M;7351935;088
213;LEILIANE SALES SANTOS;JOSE CANUTO SANTOS;MARXA SALES RODRIGOES;F;0081941;099
